tag,equipment,VR,VY,VB,IR,IY,IB,temperature,MW,MVAR,MVA,fault,reason,protection,load_percent
7PT-789,PT,390.9527936,396.510776,414.965524,59.26690992,80.62557333,81.87389145,94.95436458,0.047,0.041,0.088,Overheating,High temperature,Thermal,73.9221249
3PT-744,PT,407.8043385,404.6871394,412.0707203,82.20980047,141.2513512,89.09902091,78.22544403,0.012,0.041,0.053,Normal,Normal operation,None,104.1867242
1SB-346B,Switchboard,391.9670309,406.3714936,388.1959745,58.7742228,123.1816737,58.31226353,49.96288185,0.077,0.044,0.121,Normal,Normal operation,None,80.08938667
4VFD-741B,VFD,417.1846028,398.7025938,396.2483912,84.34442037,66.21395504,103.0217483,94.47184207,0.083,0.031,0.114,Overheating,High temperature,Thermal,84.52670789
2CAP-584B,CapacitorBank,380.9658628,417.3568862,386.2244553,43.54916845,130.3794816,56.84848216,32.92887545,0.027,0.023,0.05,Normal,Normal operation,None,76.92571075
1VFD-150B,VFD,408.4461084,411.4741306,380.4343372,78.4632482,117.9350494,52.51356563,94.6911013,0.05,0.042,0.092,Overheating,High temperature,Thermal,82.97062108
4SB-706B,Switchboard,413.2446062,416.3727681,396.2099679,48.39424569,87.21338783,108.4846112,75.45929743,0.066,0.027,0.093,Normal,Normal operation,None,81.36408157
4VFD-417A,VFD,403.6053011,408.6482612,399.8471642,73.68202819,139.1425558,77.7508991,77.86120661,0.078,0.042,0.12,Normal,Normal operation,None,96.85849436
4CAP-111B,CapacitorBank,382.8390714,386.9031416,386.9253801,86.7157687,113.2691323,56.91504064,79.24780362,0.053,0.018,0.071,Normal,Normal operation,None,85.63331386
1CB-337,CircuitBreaker,391.2832796,384.798391,401.2340328,90.72453939,108.4722369,32.41275553,40.21666758,0.036,0.038,0.074,Normal,Normal operation,None,77.20317726
3G-764A,Generator,406.652047,391.5301667,386.1343973,137.3621778,147.1586183,75.17402705,43.16166935,0.062,0.034,0.096,Normal,Normal operation,None,119.8982744
2UPS-173B,UPS,391.0986262,415.4219194,384.3942284,122.9004757,56.93022338,67.52465993,85.62862883,0.098,0.041,0.139,Normal,Normal operation,None,82.45178632
4SA-535,SurgeArrestor,407.5244267,384.4875195,395.4644806,42.6555274,65.01290713,129.9540645,81.67529525,0.047,0.047,0.094,Normal,Normal operation,None,79.20749968
2SNS-849,Sensor,380.3708625,398.6930147,407.1099825,113.5304256,33.98584768,96.16740447,50.96436844,0.02,0.008,0.028,Normal,Normal operation,None,81.22789257
6PM-593,Motor,391.9224296,405.8119572,403.4769724,30.087314,31.51475678,89.11298063,72.19351397,0.022,0.027,0.049,Normal,Normal operation,None,50.23835047
2SA-692B,SurgeArrestor,385.1401216,382.2635777,383.940064,120.0701671,39.03537789,77.71639333,40.42987251,0.032,0.035,0.067,Normal,Normal operation,None,78.94064612
7SA-501,SurgeArrestor,387.4160315,399.8170046,409.2470932,36.77690058,137.2426623,92.55449004,30.86471581,0.097,0.021,0.118,Normal,Normal operation,None,88.85801763
4UPS-215B,UPS,382.8666326,419.1892998,417.7793374,53.49397829,85.06003584,75.1624378,27.83830812,0.05,0.03,0.08,Normal,Normal operation,None,71.23881731
4G-988A,Generator,410.0506486,408.0563077,387.8288346,111.0254257,148.5868493,25.60793551,63.20603903,0.076,0.03,0.106,Normal,Normal operation,None,95.07340352
1PM-590,Motor,407.7369605,382.2773003,382.0450413,75.20783586,54.98320309,57.42516724,34.20139029,0.08,0.033,0.113,Normal,Normal operation,None,62.5387354
4SA-295,SurgeArrestor,380.0898504,419.1913711,401.0592511,140.6183656,110.4145494,131.5756823,42.05343927,0.043,0.034,0.077,Overload,Load exceeded limit,Thermal,127.5361991
7CB-119B,CircuitBreaker,403.0049843,411.3944314,401.2712331,141.1513072,48.56555038,132.5693519,53.30073254,0.038,0.031,0.069,Normal,Normal operation,None,107.4287365
4CT-570A,CT,408.5639151,410.6677671,413.724106,135.775158,70.65658085,31.4607124,88.02739589,0.035,0.016,0.051,Normal,Normal operation,None,79.29748374
2PLC-374A,PLC,404.9085032,406.7285039,407.4131907,121.0151654,84.71714633,138.0295962,95.40696819,0.053,0.015,0.068,Overheating,High temperature,Thermal,114.5873026
2LP-419,Lighting,388.8297671,397.9159369,408.5666368,43.46702115,85.5139183,125.0523021,31.31282531,0.082,0.029,0.111,Normal,Normal operation,None,84.67774719
6G-687A,Generator,390.913627,392.5634939,383.6917638,57.62506154,84.50692817,125.8464687,41.38777027,0.046,0.009,0.055,Normal,Normal operation,None,89.32615279
5BB-345B,Battery,395.4517821,391.2954898,389.3996409,61.5584282,57.87454461,93.15031517,58.05963634,0.1,0.017,0.117,Normal,Normal operation,None,70.86109599
7CT-616,CT,396.3183557,407.4375851,381.3113596,20.39619584,30.60478378,115.2321883,27.19303726,0.084,0.022,0.106,Normal,Normal operation,None,55.41105598
2SNS-972A,Sensor,404.9778604,388.1502793,393.3672327,42.96637622,77.6987276,89.70762321,81.45909391,0.017,0.033,0.05,Normal,Normal operation,None,70.12424234
6SA-786B,SurgeArrestor,401.3537558,398.7351661,388.969001,122.0814738,45.13476926,49.90976852,89.93799164,0.058,0.031,0.089,Normal,Normal operation,None,72.37533719
7CAP-212A,CapacitorBank,386.1647544,400.7934297,411.3706852,54.02457779,62.34226948,79.11615609,66.41327836,0.03,0.039,0.069,Normal,Normal operation,None,65.16100112
4SA-919B,SurgeArrestor,381.695552,389.1052452,401.9360245,71.06789773,35.32843464,100.4017698,66.90212104,0.093,0.011,0.104,Normal,Normal operation,None,68.93270072
7CB-855,CircuitBreaker,413.8143925,407.4751025,392.6905442,42.09399798,48.39292719,116.2448362,86.92479877,0.035,0.037,0.072,Normal,Normal operation,None,68.91058713
6BB-171A,Battery,384.0629513,386.0764811,417.6530463,89.57098596,65.88933314,63.98130273,75.97591284,0.013,0.03,0.043,Normal,Normal operation,None,73.14720728
7CT-694B,CT,395.6452782,409.3239581,413.8914717,139.2637424,58.66383758,75.17310837,28.26902866,0.082,0.043,0.125,Normal,Normal operation,None,91.03356279
7PT-212A,PT,415.4340715,400.2969121,380.1793872,110.830538,97.36785394,113.7519937,81.9812913,0.083,0.009,0.092,Normal,Normal operation,None,107.3167952
5CT-398,CT,381.4454744,407.3084803,410.9273984,36.83839696,148.4102618,52.20279594,58.41993709,0.097,0.016,0.113,Normal,Normal operation,None,79.15048489
2G-756B,Generator,381.2863704,410.4785035,417.611486,59.04175011,143.1700856,61.73138456,40.92463841,0.049,0.04,0.089,Normal,Normal operation,None,87.98107341
6PM-725B,Motor,384.0758891,416.8480961,407.7229314,94.02242603,143.5413972,119.9140207,36.42271961,0.035,0.047,0.082,Normal,Normal operation,None,119.1592813
3CB-636B,CircuitBreaker,382.2907343,388.7157154,404.3772227,142.7371736,100.9608585,32.59269565,34.38454274,0.023,0.042,0.065,Normal,Normal operation,None,92.09690926
5VFD-645A,VFD,419.0794644,418.7907175,418.4589749,113.7865453,27.94986846,70.93726418,26.57178802,0.029,0.01,0.039,Normal,Normal operation,None,70.89122598
4VFD-279A,VFD,392.0971123,409.8573101,416.2306916,26.83880015,91.97953753,106.8403195,56.63601039,0.062,0.027,0.089,Normal,Normal operation,None,75.21955239
5PM-834B,Motor,411.7186385,417.8256856,405.1709506,77.81742236,120.4677426,26.20278991,72.43155598,0.078,0.012,0.09,Normal,Normal operation,None,74.82931827
1CAP-500A,CapacitorBank,412.5424465,396.9037574,383.3329079,98.43098571,121.8651185,64.72094255,69.94349925,0.067,0.014,0.081,Normal,Normal operation,None,95.00568226
6PLC-311B,PLC,385.489321,397.1644887,402.5244529,104.785967,68.70267063,97.86365403,98.96345061,0.039,0.007,0.046,Overheating,High temperature,Thermal,90.4507639
2PLC-209A,PLC,405.4675411,409.3148466,385.582062,84.75536244,149.5140201,103.3862245,66.25337704,0.055,0.016,0.071,Normal,Normal operation,None,112.551869
7BB-472,Battery,393.7314091,405.5032349,398.2815085,146.2839702,54.9044622,84.78723428,25.85450772,0.088,0.035,0.123,Normal,Normal operation,None,95.32522221
6SA-274,SurgeArrestor,406.8733969,392.3489091,419.4971211,96.48047429,53.63097167,33.59405146,29.3247113,0.039,0.032,0.071,Normal,Normal operation,None,61.23516581
5PT-408B,PT,414.8281237,391.3012796,418.5210223,86.31378643,28.64372531,112.343501,61.31676108,0.095,0.027,0.122,Normal,Normal operation,None,75.76700425
7SA-844B,SurgeArrestor,412.8376275,408.8190817,405.7342202,52.47294406,49.03370293,85.49020076,90.52898445,0.025,0.008,0.033,Overheating,High temperature,Thermal,62.33228258
7SB-775A,Switchboard,400.3519771,382.8964953,415.1214896,33.38929576,144.1132933,124.1661237,90.39961827,0.081,0.019,0.1,Overheating,High temperature,Thermal,100.5562376
5PT-346B,PT,409.202969,409.8895241,387.0066977,103.695664,52.19815563,38.21853097,38.02778268,0.043,0.023,0.066,Normal,Normal operation,None,64.70411686
3BB-478B,Battery,416.7054723,398.2721778,418.5786843,109.4896539,80.14544377,74.79548295,93.54497443,0.047,0.007,0.054,Overheating,High temperature,Thermal,88.14352687
2CB-195,CircuitBreaker,392.3713869,401.271105,400.1297778,110.5049597,124.4164124,110.9811409,55.41632193,0.053,0.049,0.102,Normal,Normal operation,None,115.3008376
3PT-380A,PT,413.4804973,406.8468579,411.9515885,119.5649895,116.4954936,105.4611566,93.24140421,0.084,0.021,0.105,Overheating,High temperature,Thermal,113.8405466
2CB-473A,CircuitBreaker,386.3358085,412.3756521,385.6384232,39.35068418,102.9947476,96.64338269,69.63955454,0.026,0.018,0.044,Normal,Normal operation,None,79.66293815
2CAP-263B,CapacitorBank,392.0400812,398.311795,401.6922999,40.49652059,20.62137118,59.90800441,62.73466826,0.015,0.037,0.052,Normal,Normal operation,None,40.34196539
5SNS-348,Sensor,413.2470174,406.8620744,410.7996197,112.411255,60.25180408,112.4036103,52.13882663,0.073,0.035,0.108,Normal,Normal operation,None,95.02222315
5UPS-673B,UPS,398.4664184,399.4866084,387.4727899,43.21772673,112.4001868,106.7936896,69.0901706,0.056,0.033,0.089,Normal,Normal operation,None,87.47053438
7VFD-544,VFD,412.4698387,392.8604197,404.568448,126.6243079,140.0160689,138.1105159,56.95145939,0.017,0.028,0.045,Overload,Load exceeded limit,Thermal,134.9169642
2PT-223B,PT,417.0945935,417.0606908,381.4880004,145.8805679,100.7603981,33.56960436,33.21617957,0.057,0.014,0.071,Normal,Normal operation,None,93.40352347
7PT-259A,PT,399.9289341,380.8379373,403.9871591,73.28236247,89.70716733,112.8830269,96.93705998,0.082,0.044,0.126,Overheating,High temperature,Thermal,91.95751891
7UPS-715,UPS,386.4124353,400.2245961,411.5907732,76.26556566,136.3473151,120.8321297,88.47001714,0.022,0.006,0.028,Normal,Normal operation,None,111.1483368
2PLC-802B,PLC,411.6706847,410.0452491,403.8277658,109.3444462,103.0906859,28.38507389,87.57767841,0.031,0.02,0.051,Normal,Normal operation,None,80.27340199
3PM-217A,Motor,394.1435672,395.9171218,395.7961849,132.3598949,64.68925486,145.9867314,83.41325951,0.066,0.036,0.102,Normal,Normal operation,None,114.3452937
2CAP-333A,CapacitorBank,415.5961005,387.9513899,392.2847292,22.92101594,149.8923712,22.05285976,55.96140143,0.072,0.038,0.11,Normal,Normal operation,None,64.95541565
2TR-809,Transformer,413.0002163,385.3303003,413.021037,60.71375481,108.5121228,119.2660713,48.83827253,0.039,0.006,0.045,Normal,Normal operation,None,96.16398296
5SNS-765B,Sensor,415.1428045,415.3141443,403.9634345,28.76297638,66.85018676,111.9741624,64.30212049,0.027,0.022,0.049,Normal,Normal operation,None,69.19577519
6CB-959B,CircuitBreaker,400.8876841,410.0459296,414.7639866,117.2157485,146.9608708,129.6833315,27.92310138,0.019,0.007,0.026,Overload,Load exceeded limit,Thermal,131.2866502
2CAP-638,CapacitorBank,419.5920182,408.0467975,401.7423604,142.8223902,58.54375154,118.6574988,42.57529435,0.038,0.028,0.066,Normal,Normal operation,None,106.6745468
7LP-693A,Lighting,385.9887077,397.0363549,410.465029,119.615846,78.26419178,127.0117437,69.44194188,0.032,0.01,0.042,Normal,Normal operation,None,108.2972605
7PLC-732A,PLC,412.2123303,404.2748039,400.4152576,75.08954314,62.57159975,51.71149727,59.80545807,0.059,0.012,0.071,Normal,Normal operation,None,63.12421338
4SNS-369,Sensor,402.3384973,418.5010131,398.0683371,36.18808533,135.2788353,112.463252,27.79081164,0.025,0.028,0.053,Normal,Normal operation,None,94.64339087
7CT-899,CT,388.5238431,394.8129873,385.5330387,39.25610002,100.4835963,92.08833819,81.60603066,0.039,0.027,0.066,Normal,Normal operation,None,77.27601151
6PM-312A,Motor,396.3644964,381.665532,394.691872,29.96639048,71.15818203,49.3127388,25.47177182,0.054,0.04,0.094,Normal,Normal operation,None,50.14577044
3CT-821,CT,383.9935583,401.5995258,387.5623474,24.52701279,57.93659661,134.9625342,47.4410105,0.018,0.044,0.062,Normal,Normal operation,None,72.4753812
5G-190A,Generator,408.5842982,390.5395467,383.7925859,61.95713152,145.2382901,81.51326854,86.80989515,0.092,0.028,0.12,Normal,Normal operation,None,96.23623006
6CT-132B,CT,385.4102929,402.3737698,406.6438149,84.67837665,84.21020026,29.89335952,85.98378402,0.048,0.011,0.059,Normal,Normal operation,None,66.26064548
6G-764,Generator,386.2870445,384.302012,418.4633594,75.30681963,83.09489568,50.58680405,55.59907427,0.098,0.049,0.147,Normal,Normal operation,None,69.66283979
7G-248A,Generator,412.9642641,400.2142609,380.1123851,148.2532361,36.05258336,26.72964936,78.45861798,0.055,0.012,0.067,Normal,Normal operation,None,70.34515626
7CB-295B,CircuitBreaker,417.9892086,390.2711603,404.5955898,84.40574836,51.53646527,81.37053149,78.7322644,0.054,0.006,0.06,Normal,Normal operation,None,72.43758171
7SA-919A,SurgeArrestor,380.6691374,393.1178677,385.3174679,87.26120054,29.15460426,137.8584605,92.65003435,0.038,0.019,0.057,Overheating,High temperature,Thermal,84.75808844
3SA-705B,SurgeArrestor,381.5570318,414.2844119,387.231121,123.9409852,44.72513984,102.1909372,65.77103464,0.029,0.043,0.072,Normal,Normal operation,None,90.28568742
6CAP-253,CapacitorBank,382.5440481,386.358226,398.8866903,53.47651619,45.19233503,26.3707827,55.11549901,0.02,0.025,0.045,Normal,Normal operation,None,41.67987797
3VFD-441B,VFD,419.4631675,383.2469665,415.6658004,44.61169976,39.84712088,96.4635256,38.99582942,0.07,0.024,0.094,Normal,Normal operation,None,60.30744875
6CAP-464B,CapacitorBank,400.7840561,384.7052282,389.9078754,64.00274727,61.18975447,87.33121141,42.25463824,0.063,0.032,0.095,Normal,Normal operation,None,70.84123772
1BB-267B,Battery,404.7153759,397.3681198,414.730366,102.77529,106.5138083,48.51985181,49.58595145,0.092,0.011,0.103,Normal,Normal operation,None,85.9363167
1CT-962A,CT,407.7662802,393.6580263,408.7903289,127.2394317,125.9115633,91.1529765,46.84109852,0.084,0.01,0.094,Normal,Normal operation,None,114.7679905
1CB-134A,CircuitBreaker,408.2293009,407.1136122,412.09877,147.3248248,144.4560067,93.49388034,90.5146979,0.093,0.007,0.1,Overload,Load exceeded limit,Thermal,128.424904
5TR-193,Transformer,419.4595583,402.6279912,384.0993458,25.63175632,122.4238022,100.9257355,56.41977386,0.016,0.037,0.053,Normal,Normal operation,None,82.99376467
1VFD-216B,VFD,385.2987019,412.6356513,401.3089005,133.0653372,22.06989915,82.7018071,90.87638111,0.047,0.014,0.061,Overheating,High temperature,Thermal,79.27901448
4BB-696,Battery,400.579367,409.6654618,386.9898632,81.58036706,100.7192325,69.47363762,80.52955719,0.044,0.03,0.074,Normal,Normal operation,None,83.92441238
1SB-274,Switchboard,388.3915499,404.3398743,401.1732244,41.88069827,45.90184629,101.7083852,99.31718941,0.027,0.013,0.04,Overheating,High temperature,Thermal,63.16364327
7CB-374B,CircuitBreaker,416.1281904,387.8235811,386.637072,141.8454815,145.9095736,102.2598451,29.71249399,0.067,0.014,0.081,Overload,Load exceeded limit,Thermal,130.0049667
3TR-601B,Transformer,411.5997066,393.845885,387.3173759,143.4245776,105.8797935,99.31324289,36.95832788,0.04,0.024,0.064,Normal,Normal operation,None,116.2058713
2G-965,Generator,403.686979,387.0980312,410.9180588,114.4782828,121.6816018,75.05070924,86.25279951,0.017,0.022,0.039,Normal,Normal operation,None,103.7368646
3CAP-986A,CapacitorBank,404.1659733,403.4556416,408.7610515,32.72858021,119.7992428,38.04288441,80.97880188,0.063,0.033,0.096,Normal,Normal operation,None,63.52356915
3BB-961,Battery,401.4878437,391.4338406,402.5724431,103.0199355,135.4548137,125.1023576,65.77401575,0.069,0.011,0.08,Overload,Load exceeded limit,Thermal,121.1923689
7CB-669B,CircuitBreaker,390.9341333,408.5207844,418.410887,63.33177257,62.28635519,27.70892926,97.45822287,0.091,0.019,0.11,Overheating,High temperature,Thermal,51.10901901
3PM-153,Motor,414.4076112,388.6901229,407.7813455,86.77003636,89.77662521,122.1611691,68.09162205,0.078,0.042,0.12,Normal,Normal operation,None,99.5692769
2CB-282A,CircuitBreaker,392.6864525,396.7693999,402.6619673,78.97895801,56.86946861,54.93830874,35.48681762,0.018,0.029,0.047,Normal,Normal operation,None,63.59557845
4CB-696,CircuitBreaker,395.4751977,396.8759609,411.4325076,72.1260647,140.0983163,61.1880169,74.74506323,0.052,0.02,0.072,Normal,Normal operation,None,91.13746598
4G-556,Generator,393.5302102,408.2204474,387.0716404,58.07264218,142.1007109,124.1705191,48.44930965,0.083,0.037,0.12,Normal,Normal operation,None,108.114624
7SB-691,Switchboard,414.3813034,416.5930703,388.2555815,64.09701175,30.56753756,44.45372203,55.27584253,0.056,0.038,0.094,Normal,Normal operation,None,46.37275712
4LP-310B,Lighting,409.6872578,392.2595449,380.0024033,36.10153273,149.945022,114.9819469,98.01166557,0.057,0.043,0.1,Overheating,High temperature,Thermal,100.3428339
3SB-504B,Switchboard,387.7113412,391.6564433,393.5425601,35.94851418,32.92786492,105.9799732,59.60951863,0.028,0.006,0.034,Normal,Normal operation,None,58.28545078
2VFD-172A,VFD,395.7320808,413.3328416,398.788956,35.20336501,106.7956754,44.53292136,59.28340755,0.076,0.005,0.081,Normal,Normal operation,None,62.17732058
1LP-755,Lighting,413.4558733,391.8833422,401.0413662,32.36208923,148.1057106,145.7674744,69.75914616,0.091,0.049,0.14,Normal,Normal operation,None,108.7450914
7PT-660B,PT,417.0765973,394.5092513,419.1768556,28.65415935,71.41118198,44.79245341,35.74944763,0.089,0.026,0.115,Normal,Normal operation,None,48.28593158
2TR-944A,Transformer,400.8702475,408.2468704,393.1049943,138.2730085,75.00101919,105.6517067,93.2357737,0.041,0.023,0.064,Overheating,High temperature,Thermal,106.3085781
1CAP-482A,CapacitorBank,387.0288782,404.2655442,415.0410918,59.36927089,63.12212319,56.21091178,80.69721589,0.074,0.009,0.083,Normal,Normal operation,None,59.56743528
1UPS-386A,UPS,392.3653303,383.6380313,405.8814611,144.5668125,22.1135676,117.0818384,86.96136278,0.088,0.046,0.134,Normal,Normal operation,None,94.58740617
7CT-975B,CT,415.5907398,383.1326082,410.3749994,143.087663,110.4748177,50.02001717,72.84760732,0.045,0.026,0.071,Normal,Normal operation,None,101.1941659
2CB-533,CircuitBreaker,386.1277704,406.8037213,396.780681,93.18051621,74.74168153,43.20646611,68.53177363,0.089,0.016,0.105,Normal,Normal operation,None,70.37622128
